1: Magyarországról az első térképet Bakócz_Tamás érsek Lázár nevű titkára készítette , valószínűleg az 1510-es években . # #
-első térképet Bakócz_Tamás
-Ruganyos Őzike teljesen
Ruganyos ruganyos MN.none
Ruganyos ruganyos MN.defnone
Ruganyos ruganyos MN.defnone
-Őzike teljesen meztelenül
Őzike Őzike|őzike FN.suff|FN.nom
Őzike Őzike|őzike FN.suff|FN.suff
Őzike Őzike|őzike FN.suff|FN.suff
-feküdt , hívogató
feküdt fekszik IGE._MIB.postag_error
feküdt fekszik IGE._MIB.postag_error
feküdt fekszik IGE._MIB.defnone
-hívogató lapályai ,
hívogató hívogat IGE._OKEP.none
hívogató hívogat IGE._OKEP.defnone
hívogató hívogat IGE._OKEP.defnone
-lapályai , halmai
lapályai lapály FN.PSe3i.gen
lapályai lapály FN.PSe3i.suff
lapályai lapály FN.PSe3i.nom
-halmai lazított gömbölyűségét
halmai halmai MN.gen
halmai halmai MN.gen
halmai halmai MN.defnone
-lazított gömbölyűségét nyugodt
lazított lazít IGE._MIB.none
lazított lazít IGE._MIB.defnone
lazított lazít IGE._MIB.defnone
-nyugodt boldogság tette
nyugodt nyugodt MN.none
nyugodt nyugodt MN.none
nyugodt nyugodt MN.none
-boldogság tette gyönyörűvé
boldogság boldogság FN.nom
boldogság boldogság FN.nom
boldogság boldogság FN.nom


817: A nagy erdőben sok rokona él . # #
-nagy erdőben sok
nagy nagy MN.none
nagy nagy MN.defnone
nagy nagy MN.defnone
-sok rokona él
sok sok SZN.none
sok sok SZN.none
sok sok SZN.none
-rokona él .
rokona rokon FN.PSe3.nom
rokona rokon FN.PSe3.nom
rokona rokon FN.PSe3.nom


818: De ez maradjon kettőnk között ! # #
-ez maradjon kettőnk
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom
-kettőnk között !
kettőnk kettő SZN.PSt1.none
kettőnk kettő SZN.PSt1.none
kettőnk kettő SZN.PSt1.none


819: - Lin_Yu-tang_Csin harminchárom boldog pillanatáról ír . # #
-Lin_Yu-tang_Csin harminchárom boldog
Lin_Yu-tang_Csin Csin TULN.nom
Lin_Yu-tang_Csin Csin TULN.suff
Lin_Yu-tang_Csin Csin TULN.suff
-harminchárom boldog pillanatáról
harminchárom harminchárom SZN.none
harminchárom harminchárom SZN.none
harminchárom harminchárom SZN.none
-boldog pillanatáról ír
boldog boldog MN.none
boldog boldog MN.none
boldog boldog MN.none


820: Ő se játszott vele . # #
-Ő se játszott
Ő ő FN_NM.e3.nom
Ő ő FN_NM.e3.nom
Ő ő FN_NM.e3.nom


821: Érdemeket szerzett a földtan oktatásában is . # #
-földtan oktatásában is
földtan földtan FN.gen
földtan földtan FN.gen
földtan földtan FN.gen


822: A szoba tisztának látszott és gondozottnak . # #
-szoba tisztának látszott
szoba szoba FN.nom
szoba szoba FN.nom
szoba szoba FN.nom


823: Miért akarsz te mindent tökéletesen megcsinálni ? # #
-te mindent tökéletesen
te te FN_NM.e2.nom
te te FN_NM.e2.nom
te te FN_NM.e2.nom


824: hogy a Felekirály az igazat mondja . # #
-Felekirály az igazat
Felekirály Felekirály TULN.nom
Felekirály Felekirály TULN.nom
Felekirály Felekirály TULN.nom


825: Gyere te is : kusz ... # #
-te is :
te te FN_NM.e2.nom
te te FN_NM.e2.nom
te te FN_NM.e2.nom


826: Ült , komorlott a Vén_Dölyf jobbján . # #
-Vén_Dölyf jobbján .
Vén_Dölyf dölyf TULN.gen
Vén_Dölyf dölyf TULN.gen
Vén_Dölyf dölyf TULN.gen


827: Ipolyságon Neumann_Jakab nyomdájában két Keresztes-könyvet adtak ki . # #
-Neumann_Jakab nyomdájában két
Neumann_Jakab Jakab TULNFN.gen
Neumann_Jakab Jakab TULNFN.gen
Neumann_Jakab Jakab TULNFN.gen
-két Keresztes-könyvet adtak
két két SZN.none
két két SZN.none
két két SZN.none


828: Az Alföldről felkerült szövőnő és a fáradt munkás , aki a külvárosi öntödék szürketisztítójában töltötte el az egész életét . # #
-felkerült szövőnő és
felkerült felkerül IK.IGE._MIB.none
felkerült felkerül IK.IGE._MIB.defnone
felkerült felkerül IK.IGE._MIB.defnone
-szövőnő és a
szövőnő szövőnő FN.nom
szövőnő szövőnő FN.suff
szövőnő szövőnő FN.suff
-fáradt munkás ,
fáradt fáradt MN.none
fáradt fáradt MN.defnone
fáradt fáradt MN.defnone
-munkás , aki
munkás munkás FN.nom
munkás munkás FN.nom
munkás munkás FN.nom
-aki a külvárosi
aki aki FN_NM.nom
aki aki FN_NM.nom
aki aki FN_NM.nom
-külvárosi öntödék szürketisztítójában
külvárosi külvárosi MN.none
külvárosi külvárosi MN.defnone
külvárosi külvárosi MN.defnone
-öntödék szürketisztítójában töltötte
öntödék öntöde FN.PL.gen
öntödék öntöde FN.PL.nom
öntödék öntöde FN.PL.nom
-egész életét .
egész egész FN.none
egész egész FN.defnone
egész egész FN.gen


829: ékességek születnek vas szavakból ; # #
-ékességek születnek vas
ékességek ékesség FN.PL.nom
ékességek ékesség FN.PL.nom
ékességek ékesség FN.PL.nom
-vas szavakból ;
vas vas FN.none
vas vas FN.defnone
vas vas FN.nom


830: Haragszom rád , Lola ! # #
-Lola ! #
Lola Lola TULN.vok
Lola Lola TULN.vok
Lola Lola TULN.nom


831: Bácska fekete földje a megszelt kenyeret idézi : # #
-Bácska fekete földje
Bácska Bácska FN.gen
Bácska Bácska FN.gen
Bácska Bácska FN.gen
-fekete földje a
fekete fekete MN.none
fekete fekete MN.defnone
fekete fekete MN.none
-földje a megszelt
földje föld FN.PSe3.nom
földje föld FN.PSe3.nom
földje föld FN.PSe3.nom
-megszelt kenyeret idézi
megszelt megszel IK.IGE._MIB.none
megszelt megszel IK.IGE._MIB.none
megszelt megszel IK.IGE._MIB.none


832: Az ing ujját a szvetterével együtt döfködve könyökön felül tolta . # #
-ing ujját a
ing ing FN.gen
ing ing FN.gen
ing ing FN.gen


833: Marika sem mozdult a pulttól . # #
-Marika sem mozdult
Marika Marika FN.nom
Marika Marika FN.nom
Marika Marika FN.nom


834: Csakhogy én tudom : # #
-én tudom :
én én FN_NM.e1.nom
én én FN_NM.e1.nom
én én FN_NM.e1.nom


835: Az okkersárgára mázolt épület hátsó traktusában Törökék laktak , az oldalszárnyában a vendéglős . # #
-mázolt épület hátsó
mázolt mázol IGE._MIB.none
mázolt mázol IGE._MIB.defnone
mázolt mázol IGE._MIB.defnone
-épület hátsó traktusában
épület épület FN.gen
épület épület FN.gen
épület épület FN.gen
-hátsó traktusában Törökék
hátsó hátsó MN.none
hátsó hátsó MN.defnone
hátsó hátsó MN.defnone
-Törökék laktak ,
Törökék török TULN.FAM.nom
Törökék török TULN.FAM.nom
Törökék török TULN.FAM.nom
-vendéglős . #
vendéglős vendéglős FN.nom
vendéglős vendéglős FN.nom
vendéglős vendéglős FN.nom


836: Még több csodát is tett , # #
-több csodát is
több sok SZN._FOK.none
több sok SZN._FOK.none
több sok SZN._FOK.none


837: Én a mosolyt figyeltem és a tekintetet . # #
-Én a mosolyt
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom


838: De ez még nem következett be . # #
-ez még nem
ez ez FN_NM.nom
ez ez FN_NM.nom
ez ez FN_NM.nom


839: Tudna Ön ölni ? # #
-Ön ölni ?
Ön ön FN_NM.nom
Ön ön FN_NM.nom
Ön ön FN_NM.nom


840: Ezt is csak egy európai mondhatja . # #
-egy európai mondhatja
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none
-európai mondhatja .
európai európai MN.nom
európai európai MN.nom
európai európai MN.nom


841: Isten ujján , szemed porondján rángatózom , babám . # #
-Isten ujján ,
Isten isten FN.gen
Isten isten FN.gen
Isten isten FN.gen
-szemed porondján rángatózom
szemed szem FN.PSe2.gen
szemed szem FN.PSe2.gen
szemed szem FN.PSe2.gen
-babám . #
babám baba FN.PSe1.vok
babám baba FN.PSe1.vok
babám baba FN.PSe1.nom


842: Táplálni , etetni , különböző cseles eljárással sok-sokféle étket kell készítened neki . # #
-különböző cseles eljárással
különböző különböző MN.none
különböző különböző MN.defnone
különböző különböző MN.defnone
-cseles eljárással sok-sokféle
cseles cseles MN.none
cseles cseles MN.defnone
cseles cseles MN.defnone
-sok-sokféle étket kell
sok-sokféle sok-sokféle MN.none
sok-sokféle sok-sokféle MN.none
sok-sokféle sok-sokféle MN.none


843: Rád vár az autó ? # #
-Rád vár az
Rád Rád FN.postag_error
Rád Rád FN.postag_error
Rád Rád FN.nom
-autó ? #
autó autó FN.nom
autó autó FN.nom
autó autó FN.nom


844: Bátorságot talán a Fényes_Porta fermánja , Huszein_Daim pasa pecsétes levele vagy saját hirtelen feltörő európai indulata öntött beléje . # #
-Fényes_Porta fermánja ,
Fényes_Porta Porta|porta TULN.gen|FN.gen
Fényes_Porta Porta|porta TULN.gen|FN.gen
Fényes_Porta Porta|porta TULN.gen|FN.gen
-fermánja , Huszein_Daim
fermánja fermán FN.PSe3.nom
fermánja fermán FN.PSe3.nom
fermánja fermán FN.PSe3.nom
-Huszein_Daim pasa pecsétes
Huszein_Daim Daim TULN.xne
Huszein_Daim Daim TULN.xne
Huszein_Daim Daim TULN.suff
-pasa pecsétes levele
pasa pasa FN.gen
pasa pasa FN.gen
pasa pasa FN.gen
-pecsétes levele vagy
pecsétes pecsétes MN.none
pecsétes pecsétes MN.defnone
pecsétes pecsétes MN.defnone
-levele vagy saját
levele levél FN.PSe3.nom
levele levél FN.PSe3.nom
levele levél FN.PSe3.nom
-saját hirtelen feltörő
saját saját MN.none
saját saját MN.none
saját saját MN.defnone
-hirtelen feltörő európai
hirtelen hirtelen MN.postag_error
hirtelen hirtelen MN.postag_error
hirtelen hirtelen MN.defnone
-feltörő európai indulata
feltörő feltörik IK.IGE._OKEP.none
feltörő feltörik IK.IGE._OKEP.defnone
feltörő feltörik IK.IGE._OKEP.defnone
-európai indulata öntött
európai európai MN.none
európai európai MN.defnone
európai európai MN.none
-indulata öntött beléje
indulata indulat FN.PSe3.nom
indulata indulat FN.PSe3.nom
indulata indulat FN.PSe3.nom


845: - Addig is megiszom egy sört . # #
-egy sört .
egy egy SZN.none
egy egy SZN.none
egy egy SZN.none


846: Hermész úr halványan elmosolyodott . # #
-Hermész úr halványan
Hermész Hermész FN.xne
Hermész Hermész FN.xne
Hermész Hermész FN.suff
-úr halványan elmosolyodott
úr úr FN.nom
úr úr FN.nom
úr úr FN.nom


847: Elindultak a kocsma felé . # #
-kocsma felé .
kocsma kocsma FN.none
kocsma kocsma FN.none
kocsma kocsma FN.none


848: Az ember tehát kívül maradt ... # #
-ember tehát kívül
ember ember FN.nom
ember ember FN.suff
ember ember FN.suff


849: A látvány részegítette meg őket , és persze a tudat , # #
-látvány részegítette meg
látvány látvány FN.nom
látvány látvány FN.nom
látvány látvány FN.nom
-tudat , hogy
tudat tudat FN.nom
tudat tudat FN.nom
tudat tudat FN.nom


850: Őzike sikított . # #
-Őzike sikított .
Őzike Őzike|őzike FN.nom|FN.nom
Őzike Őzike|őzike FN.nom|FN.nom
Őzike Őzike|őzike FN.nom|FN.nom


851: Az oldott szénsav mennyisége ugyanis mindig összefügg a külső légköri nyomásviszonyokkal . # #
-oldott szénsav mennyisége
oldott old IGE._MIB.none
oldott old IGE._MIB.defnone
oldott old IGE._MIB.defnone
-szénsav mennyisége ugyanis
szénsav szénsav FN.gen
szénsav szénsav FN.gen
szénsav szénsav FN.gen
-mennyisége ugyanis mindig
mennyisége mennyiség FN.PSe3.nom
mennyisége mennyiség FN.PSe3.nom
mennyisége mennyiség FN.PSe3.nom
-külső légköri nyomásviszonyokkal
külső külső MN.none
külső külső MN.defnone
külső külső MN.defnone
-légköri nyomásviszonyokkal .
légköri légköri MN.none
légköri légköri MN.none
légköri légköri MN.none


852: - Dehogy , majd szüret után a családdal együtt meglátogatunk . # #
-szüret után a
szüret szüret FN.none
szüret szüret FN.none
szüret szüret FN.none


853: Mégis merőben új környezetbe került . # #
-új környezetbe került
új új MN.none
új új MN.defnone
új új MN.none


854: A negyedik osztályban már némi természetismeretet , földrajzot és meseszerű történelmet is tanítottak . # #
-negyedik osztályban már
negyedik negyedik MN.none
negyedik negyedik MN.defnone
negyedik negyedik MN.defnone
-meseszerű történelmet is
meseszerű meseszerű MN.none
meseszerű meseszerű MN.defnone
meseszerű meseszerű MN.none


855: a kép is nézi a nézőt , # #
-kép is nézi
kép kép FN.nom
kép kép FN.nom
kép kép FN.nom


856: 1958-ban az Irodalmi_Szemle első számát is ő indította : # #
-Irodalmi_Szemle első számát
Irodalmi_Szemle szemle TULN.gen
Irodalmi_Szemle szemle TULN.gen
Irodalmi_Szemle szemle TULN.gen
-első számát is
első első MN.none
első első MN.defnone
első első MN.none
-ő indította :
ő ő FN_NM.e3.nom
ő ő FN_NM.e3.nom
ő ő FN_NM.e3.nom


857: A rossz kinézésű ember aktatáska nélkül közeledett fölfelé a rövidke főutcán . # #
-rossz kinézésű ember
rossz rossz MN.none
rossz rossz MN.defnone
rossz rossz MN.defnone
-kinézésű ember aktatáska
kinézésű kinézésű MN.none
kinézésű kinézésű MN.defnone
kinézésű kinézésű MN.defnone
-ember aktatáska nélkül
ember ember FN.nom
ember ember FN.suff
ember ember FN.suff
-aktatáska nélkül közeledett
aktatáska aktatáska FN.none
aktatáska aktatáska FN.none
aktatáska aktatáska FN.none
-rövidke főutcán .
rövidke rövidke MN.none
rövidke rövidke MN.none
rövidke rövidke MN.none


858: A tanári-szervezői munka terén is jelentős sikereket ért el Cotel_Ernő . # #
-tanári-szervezői munka terén
tanári-szervezői tanári-szervezői MN.none
tanári-szervezői tanári-szervezői MN.defnone
tanári-szervezői tanári-szervezői MN.defnone
-munka terén is
munka munka FN.none
munka munka FN.none
munka munka FN.gen
-jelentős sikereket ért
jelentős jelentős MN.none
jelentős jelentős MN.defnone
jelentős jelentős MN.none
-Cotel_Ernő . #
Cotel_Ernő Ernő TULN.nom
Cotel_Ernő Ernő TULN.nom
Cotel_Ernő Ernő TULN.nom


859: Képzeletemben magam előtt láttam az épületet beépített tetőtérrel , külön dolgozó- és könyvtárszobával , az udvarán medencével , élősövénnyel , sziklakerttel és színpompás virágokkal . # #
-magam előtt láttam
magam maga FN_NM.e1.none
magam maga FN_NM.e1.none
magam maga FN_NM.e1.none
-beépített tetőtérrel ,
beépített beépít IK.IGE._MIB.none
beépített beépít IK.IGE._MIB.defnone
beépített beépít IK.IGE._MIB.defnone
-külön dolgozó- és
külön külön MN.none
külön külön MN.defnone
külön külön MN.defnone
-dolgozó- és könyvtárszobával
dolgozó- dolgozó FN.none
dolgozó- dolgozó FN.suff
dolgozó- dolgozó FN.suff
-színpompás virágokkal .
színpompás színpompás MN.none
színpompás színpompás MN.none
színpompás színpompás MN.none


860: Ez a gyepü délnyugati irányban a Kiskárpátokat átszelve egészen a Morva folyóig húzódott . # #
-Ez a gyepü
Ez ez DET_NM.nom
Ez ez DET_NM.nom
Ez ez DET_NM.nom
-délnyugati irányban a
délnyugati délnyugati MN.none
délnyugati délnyugati MN.none
délnyugati délnyugati MN.none
-Morva folyóig húzódott
Morva morva TULN.xne
Morva morva TULN.xne
Morva morva TULN.nom


861: Hogy a macska rúgja meg ! # #
-macska rúgja meg
macska macska FN.nom
macska macska FN.nom
macska macska FN.nom


862: emelkedik sötétlő seregem - # #
-sötétlő seregem -
sötétlő sötétlik IGE._OKEP.none
sötétlő sötétlik IGE._OKEP.none
sötétlő sötétlik IGE._OKEP.none
-seregem - #
seregem sereg FN.PSe1.nom
seregem sereg FN.PSe1.nom
seregem sereg FN.PSe1.nom


863: Vásárba kívánkozom cigányokat látni , tolvajokat , rossz lányokat és benneteket , a gyerekeiteket , a családot ! # #
-rossz lányokat és
rossz rossz MN.none
rossz rossz MN.defnone
rossz rossz MN.defnone


864: - Tudja maga jól . # #
-maga jól .
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom


865: mikor Csérp díszdoktori székfoglalóján azt mondja : " Imprlist át nem buj semmi bástyarésen ! # #
-Csérp díszdoktori székfoglalóján
Csérp Csérp TULN.gen
Csérp Csérp TULN.gen
Csérp Csérp TULN.gen
-díszdoktori székfoglalóján azt
díszdoktori díszdoktori MN.none
díszdoktori díszdoktori MN.none
díszdoktori díszdoktori MN.none
-Imprlist át nem
Imprlist Imprlist TULN.postag_error
Imprlist Imprlist TULN.postag_error
Imprlist Imprlist TULN.suff
-semmi bástyarésen !
semmi semmi MN.none
semmi semmi MN.defnone
semmi semmi MN.defnone


866: 1938-ban Honvéd utcává nevezték át , # #
-Honvéd utcává nevezték
Honvéd honvéd TULN.xne
Honvéd honvéd TULN.xne
Honvéd honvéd TULN.nom


867: Jól érezték magukat , egyszóval , a dúbravkai pajtában akkor , emlegetvén fel később ekképpen az aznapi napot , nagyon is jól . # #
-később ekképpen az
később késik IGE._OKEP._FOK.postag_error
később késik IGE._OKEP._FOK.postag_error
később késik IGE._OKEP._FOK.nom
-aznapi napot ,
aznapi aznapi MN.none
aznapi aznapi MN.defnone
aznapi aznapi MN.defnone


868: Láthattad magad is ! # #
-magad is !
magad maga FN_NM.e2.nom
magad maga FN_NM.e2.nom
magad maga FN_NM.e2.nom


869: Forró forrás fürdet - # #
-Forró forrás fürdet
Forró forró MN.none
Forró forró MN.none
Forró forró MN.none
-forrás fürdet -
forrás forrás FN.nom
forrás forrás FN.nom
forrás forrás FN.nom


870: - Köszönjük a szép estét , Nicolas . # #
-szép estét ,
szép szép MN.none
szép szép MN.defnone
szép szép MN.defnone
-Nicolas . #
Nicolas Nicolas TULN.vok
Nicolas Nicolas TULN.vok
Nicolas Nicolas TULN.nom


871: A szökőkutat körülállták a cselédek . # #
-cselédek . #
cselédek cseléd FN.PL.nom
cselédek cseléd FN.PL.nom
cselédek cseléd FN.PL.nom


872: Friss nyomot sehol sem találtam . # #
-Friss nyomot sehol
Friss friss MN.none
Friss friss MN.none
Friss friss MN.none


873: - Pálinkás jó reggelt kívánok ! # #
-Pálinkás jó reggelt
Pálinkás pálinkás MN.none
Pálinkás pálinkás MN.defnone
Pálinkás pálinkás MN.defnone
-jó reggelt kívánok
jó jó MN.none
jó jó MN.defnone
jó jó MN.none


874: Éjszaka jártunk halászni . # #
-Éjszaka jártunk halászni
Éjszaka éjszaka FN.postag_error
Éjszaka éjszaka FN.postag_error
Éjszaka éjszaka FN.nom


875: Fülledt meleg párállik elő az aszfalton összegyűlt tócsákból . # #
-Fülledt meleg párállik
Fülledt fülled IGE._MIB.none
Fülledt fülled IGE._MIB.none
Fülledt fülled IGE._MIB.none
-meleg párállik elő
meleg meleg MN.nom
meleg meleg MN.nom
meleg meleg MN.nom
-összegyűlt tócsákból .
összegyűlt összegyűlik IK.IGE._MIB.none
összegyűlt összegyűlik IK.IGE._MIB.none
összegyűlt összegyűlik IK.IGE._MIB.none


876: S ha csak a nevet továbbadó fiúkat számolom , # #
-továbbadó fiúkat számolom
továbbadó továbbad IK.IGE._OKEP.none
továbbadó továbbad IK.IGE._OKEP.none
továbbadó továbbad IK.IGE._OKEP.none


877: A vászon mögül azonban horkoló hangok jöttek . # #
-vászon mögül azonban
vászon vászon FN.none
vászon vászon FN.none
vászon vászon FN.none
-horkoló hangok jöttek
horkoló horkol IGE._OKEP.none
horkoló horkol IGE._OKEP.none
horkoló horkol IGE._OKEP.none
-hangok jöttek .
hangok hang FN.PL.nom
hangok hang FN.PL.nom
hangok hang FN.PL.nom


878: Az est leszálltával reményem barométere egyre alább süllyedt . # #
-est leszálltával reményem
est est FN.gen
est est FN.gen
est est FN.gen
-reményem barométere egyre
reményem remény FN.PSe1.gen
reményem remény FN.PSe1.gen
reményem remény FN.PSe1.gen
-barométere egyre alább
barométere barométer FN.PSe3.nom
barométere barométer FN.PSe3.nom
barométere barométer FN.PSe3.nom


879: Aztán behívott bennünket a gazda nagy mulatságra . # #
-gazda nagy mulatságra
gazda gazda FN.nom
gazda gazda FN.suff
gazda gazda FN.suff
-nagy mulatságra .
nagy nagy MN.none
nagy nagy MN.none
nagy nagy MN.none


880: A következményét - az úgynevezett üvegház-hatást - mindnyájan ismerjük . # #
-úgynevezett üvegház-hatást -
úgynevezett úgynevezett MN.none
úgynevezett úgynevezett MN.defnone
úgynevezett úgynevezett MN.defnone


881: Ugyanaz ismétlődik mindennap : lázmérés , tisztálkodás , reggeli , vizit , infúzió , torna . # #
-Ugyanaz ismétlődik mindennap
Ugyanaz ugyanaz FN_NM.nom
Ugyanaz ugyanaz FN_NM.nom
Ugyanaz ugyanaz FN_NM.nom
-mindennap : lázmérés
mindennap mindennap FN.postag_error
mindennap mindennap FN.postag_error
mindennap mindennap FN.nom
-lázmérés , tisztálkodás
lázmérés lázmérés FN.nom
lázmérés lázmérés FN.suff
lázmérés lázmérés FN.suff
-tisztálkodás , reggeli
tisztálkodás tisztálkodás FN.nom
tisztálkodás tisztálkodás FN.suff
tisztálkodás tisztálkodás FN.suff
-reggeli , vizit
reggeli reggeli MN.nom
reggeli reggeli MN.defnone
reggeli reggeli MN.defnone
-vizit , infúzió
vizit vizit FN.nom
vizit vizit FN.suff
vizit vizit FN.suff
-infúzió , torna
infúzió infúzió FN.nom
infúzió infúzió FN.suff
infúzió infúzió FN.suff
-torna . #
torna torna FN.nom
torna torna FN.nom
torna torna FN.nom


882: BARBARA Eljöttem . # #
-BARBARA Eljöttem .
BARBARA Barbara FN.vok
BARBARA Barbara FN.vok
BARBARA Barbara FN.nom


883: Gyaloglásunk mintha az éjszaka magvát szórná a földekre . # #
-Gyaloglásunk mintha az
Gyaloglásunk gyaloglás FN.PSt1.nom
Gyaloglásunk gyaloglás FN.PSt1.suff
Gyaloglásunk gyaloglás FN.PSt1.suff
-éjszaka magvát szórná
éjszaka éjszaka FN.gen
éjszaka éjszaka FN.gen
éjszaka éjszaka FN.gen


884: Kitört az alvó vulkán . # #
-alvó vulkán .
alvó alszik IGE._OKEP.none
alvó alszik IGE._OKEP.none
alvó alszik IGE._OKEP.none
-vulkán . #
vulkán vulkán FN.nom
vulkán vulkán FN.nom
vulkán vulkán FN.nom


885: a nővérek élesre vasalt köténye már-már örökre megtorpant szakálladat borotválta . # #
-nővérek élesre vasalt
nővérek nővér FN.PL.gen
nővérek nővér FN.PL.suff
nővérek nővér FN.PL.suff
-vasalt köténye már-már
vasalt vasal IGE._MIB.none
vasalt vasal IGE._MIB.defnone
vasalt vasal IGE._MIB.defnone
-köténye már-már örökre
köténye kötény FN.PSe3.nom
köténye kötény FN.PSe3.suff
köténye kötény FN.PSe3.nom
-megtorpant szakálladat borotválta
megtorpant megtorpan IK.IGE._MIB.none
megtorpant megtorpan IK.IGE._MIB.none
megtorpant megtorpan IK.IGE._MIB.none
-szakálladat borotválta .
szakálladat szakálladat FN.postag_error
szakálladat szakálladat FN.postag_error
szakálladat szakálladat FN.nom


886: Lidércek járták az erdőt ... # #
-Lidércek járták az
Lidércek lidérc FN.PL.nom
Lidércek lidérc FN.PL.nom
Lidércek lidérc FN.PL.nom


887: akik művésznek vallják magukat . # #
-akik művésznek vallják
akik aki FN_NM.PL.nom
akik aki FN_NM.PL.nom
akik aki FN_NM.PL.nom


888: hogy valamelyik mozgalom a Csemadokhoz hasonlóan mozgósítani tudja szinte az egész ország magyarlakta területének lakosságát . # #
-mozgalom a Csemadokhoz
mozgalom mozgalom FN.nom
mozgalom mozgalom FN.nom
mozgalom mozgalom FN.nom
-egész ország magyarlakta
egész egész MN.none
egész egész MN.defnone
egész egész MN.defnone
-ország magyarlakta területének
ország ország FN.gen
ország ország FN.gen
ország ország FN.gen
-magyarlakta területének lakosságát
magyarlakta magyarlakta MN.none
magyarlakta magyarlakta MN.defnone
magyarlakta magyarlakta MN.defnone


889: Élményei , körülményei s maga a kor szorította bele ebbe a történelmi hegyszorosba . # #
-Élményei , körülményei
Élményei élmény FN.PSe3i.nom
Élményei élmény FN.PSe3i.nom
Élményei élmény FN.PSe3i.nom
-körülményei s maga
körülményei körülmény FN.PSe3i.nom
körülményei körülmény FN.PSe3i.nom
körülményei körülmény FN.PSe3i.nom
-maga a kor
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom
maga maga FN_NM.e3.nom
-kor szorította bele
kor kor FN.nom
kor kor FN.nom
kor kor FN.nom
-történelmi hegyszorosba .
történelmi történelmi MN.none
történelmi történelmi MN.none
történelmi történelmi MN.none


890: hogy azt a bizonyos árnyaltabb " guvernamentális " bölcsességet tőle örökölte . # #
-bizonyos árnyaltabb "
bizonyos bizonyos MN.none
bizonyos bizonyos MN.none
bizonyos bizonyos MN.defnone
-árnyaltabb " guvernamentális
árnyaltabb árnyal IGE._MIB._FOK.none
árnyaltabb árnyal IGE._MIB._FOK.defnone
árnyaltabb árnyal IGE._MIB._FOK.defnone


891: Én mondom , # #
-Én mondom ,
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom
Én én FN_NM.e1.nom


892: Magyarország suhantató szélben halad előre - rossz iránytűvel . # #
-Magyarország suhantató szélben
Magyarország Magyarország FN.nom
Magyarország Magyarország FN.suff
Magyarország Magyarország FN.suff
-suhantató szélben halad
suhantató suhantat IGE._OKEP.none
suhantató suhantat IGE._OKEP.none
suhantató suhantat IGE._OKEP.none
-rossz iránytűvel .
rossz rossz MN.none
rossz rossz MN.none
rossz rossz MN.none


893: ismerősök jó barátok én még mindig tavaszt várok # #
-ismerősök jó barátok
ismerősök ismerős FN.PL.vok
ismerősök ismerős FN.PL.vok
ismerősök ismerős FN.PL.suff
-jó barátok én
jó jó MN.none
jó jó MN.defnone
jó jó MN.none
-barátok én még
barátok barát FN.PL.vok
barátok barát FN.PL.vok
barátok barát FN.PL.nom
-én még mindig
én én FN_NM.e1.nom
én én FN_NM.e1.suff
én én FN_NM.e1.suff


894: Bátyám vakmerősége mindig kétségbe ejtett - miatta és miattam . # #
-Bátyám vakmerősége mindig
Bátyám báty|bátya|Bátya FN.PSe1.gen|FN.PSe1.gen|FN.PSe1.gen
Bátyám báty|bátya|Bátya FN.PSe1.gen|FN.PSe1.gen|FN.PSe1.gen
Bátyám báty|bátya|Bátya FN.PSe1.gen|FN.PSe1.gen|FN.PSe1.gen
-vakmerősége mindig kétségbe
vakmerősége vakmerőség FN.PSe3.nom
vakmerősége vakmerőség FN.PSe3.nom
vakmerősége vakmerőség FN.PSe3.nom


895: Irodalmi nagyjaink közül Szabó_Lőrinc ( 1900-1957 ) gyermekkora is e tájhoz kötődött . # #
-Irodalmi nagyjaink közül
Irodalmi irodalmi MN.none
Irodalmi irodalmi MN.none
Irodalmi irodalmi MN.defnone
-nagyjaink közül Szabó_Lőrinc
nagyjaink nagy MN.PSt1i.none
nagyjaink nagy MN.PSt1i.none
nagyjaink nagy MN.PSt1i.none
-Szabó_Lőrinc ( 1900-1957
Szabó_Lőrinc Lőrinc TULN.gen
Szabó_Lőrinc Lőrinc TULN.suff
Szabó_Lőrinc Lőrinc TULN.suff
-1900-1957 ) gyermekkora
1900-1957 1900-1957|1900-1957 SZN_DIGIT.defnone|SZN_DIGIT.postag_error
1900-1957 1900-1957|1900-1957 SZN_DIGIT.defnone|SZN_DIGIT.postag_error
1900-1957 1900-1957|1900-1957 SZN_DIGIT.defnone|SZN_DIGIT.defnone
-gyermekkora is e
gyermekkora gyermekkor FN.PSe3.nom
gyermekkora gyermekkor FN.PSe3.nom
gyermekkora gyermekkor FN.PSe3.nom


